Site;TipoNome;Estado;Municipio;Endereço;Técnico;Matrícula;Dono;Ano_Mes;id_anomes_site
PEPTA19;Claro;PE;PETROLINA;RUA PEDRA GRANDE, 484 JARDIM MARAVILHA;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA19
PEPTA20;Claro;PE;PETROLINA;RUA DAS ANTAS, S/N DOM AVELAR;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA20
PEPTA21;Claro;PE;PETROLINA;AV MARIA COELHO CAVALCANTI RODRIGUES, S/N JATOBÁ;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA21
PEPTA22;Claro;PE;PETROLINA;AV CARDOSO DE SÁ, 675 CENTRO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA22
PEPTA23;Claro;PE;PETROLINA;R RAIMUNDA AMORIM SANTIAGO, 5 SÃO GONÇALO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA23
PEPTA24;Claro;PE;PETROLINA;R DEZESSEIS, S/N COHAB VI;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA24
PEPTA26;Claro;PE;PETROLINA;AV JOÃO CLEVERSON COELHO MONTEIRO, S/N JATOBÁ;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA26
PEPTA27;Claro;PE;PETROLINA;AV CARDOSO DE SÁ, S/N CENTRO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA27
PEPTA28;Claro;PE;PETROLINA;ROD BR 427, S/N TOPÁZIO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA28
PEPTA29;Claro;PE;PETROLINA;RUA IRENE GOMES CORREIA, S/N CAMINHO DO SOL;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA29
PEPTA30;Claro;PE;PETROLINA;R QUINZE, S/N COHAB SÃO FRANCISCO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA30
PEPTA31;Claro;PE;PETROLINA;R DO REDENTOR, 135 PALHINHAS;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA31
PEPTA32;Claro;PE;PETROLINA;AV NILO COELHO (ACESSO ROD. 407 KM 73), SN DISTRITO DE RAJADA;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA32
PEPTA33;Claro;PE;PETROLINA;R A, S/N PROJETO N5;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA33
PEPTA34;Claro;PE;PETROLINA;R F, S/N MASSANGANO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA34
PEPTA35;Claro;PE;PETROLINA;LT AGRÍCOLA, 339 PROJETO SENADOR NILO COELHO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA35
PEPTA36;Claro;PE;PETROLINA;R F, S/N DOM AVELAR;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA36
PEPTA37;Claro;PE;PETROLINA;R H, S/N PROJETO N6;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA37
PEPTA38;Claro;PE;PETROLINA;R PROJETADA, S/N N 7;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA38
PEPTA39;Claro;PE;PETROLINA;R A, 76 MASSANGANO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA39
PEPTA40;Claro;PE;PETROLINA;R N, 80 MASSANGANO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA40
PEPTA41;Claro;PE;PETROLINA;R D, S/N PROJETO N11;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA41
PEPTA42;Claro;PE;PETROLINA;R 30, 13 PEDRA LINDA;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA42
PEPTA90;Claro;PE;PETROLINA;RODOVIA BR 122, S/N ZONA RURAL;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA90
PEPTA91;Claro;PE;SANTA MARIA DA BOA VISTA;SERRA SERROTE DA PINTADA, S/N ZONA RURAL;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA91
PEPTA92;Claro;PE;SANTA MARIA DA BOA VISTA;RODOVIA BR 428, S/N CENTRO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA92
PEPTA93;Claro;PE;OROCÓ;RODOVIA BR 122, KM 51, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PEPTA93
PEPTA94;Claro;PE;CABROBÓ;RODOVIA BR 116, KM 67, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PEPTA94
PEPTA96;Claro;PE;PETROLINA;R PACIFICO DA LUZ, 517 CENTRO;Ciro Pires Bastos;93269164.0;Embratel;202210;202210PEPTA96
PEPTAI1;Claro;PE;PETROLINA;AV MONSENHOR ÂNGELO SAMPAIO, 100 CENTRO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTAI1
PEPTAR3;Claro;PE;PETROLINA;SÍTIO CHAPADINHA, S/N ZONA RURAL;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTAR3
PEPTL01;Claro;PE;PETROLÂNDIA;RUA DJALMA WANDERLEY, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEPTL01
PEPTL90;Claro;PE;PETROLÂNDIA;RUA MACHADO DE ASSIS, S/N ZONA RURAL;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PEPTL90
PEPUI01;Claro;PE;PAULISTA;RUA FREI CANECA, 348 JANGA;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI01
PEPUI02;Claro;PE;PAULISTA;RUA ALTO DO SUMARÉ, S/N AURORA;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI02
PEPUI03;Claro;PE;PAULISTA;RUA BERTÓPOLIS, S/N NOSSA SENHORA DA CONCEIÇÃO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI03
PEPUI04;Claro;PE;PAULISTA;RUA NELSON FERREIRA, S/N MARANGUAPE I;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI04
PEPUI05;Claro;PE;PAULISTA;RUA JOSÉ FRANCISCO DE SANTANA, LOTE 11 JANGA;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI05
PEPUI06;Claro;PE;PAULISTA;AVENIDA JOSÉ PEREIRA DE AMORIM, S/N MARIA FARINHA;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI06
PEPUI07;Claro;PE;PAULISTA;AV INGO HENRING, S/N CAETES II;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI07
PEPUI08;Claro;PE;PAULISTA;RUA NOVENTA E UM, S/N MARANGUAPE II;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEPUI08
PEPUI09;Claro;PE;PAULISTA;AVENIDA DOUTOR CLÁUDIO JOSÉ GUEIROS LEITE, S/N POTY;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI09
PEPUI10;Claro;PE;PAULISTA;AVENIDA DOUTOR CLAUDIO JOSE GUEIROS LEITE, 2657 JANGA;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEPUI10
PEPUI11;Claro;PE;PAULISTA;TRAVESSA TERCEIRA TRAVESSA DAS MANGUEIRAS, S/N TABAJARA;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEPUI11
PEPUI12;Claro;PE;OLINDA;RUA ARTUR GUIMARAES DE SOUZA, 296 RIO DOCE;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEPUI12
PEPUI13;Claro;PE;PAULISTA;RUA RIO TUPIARAS, 13 JARDIM PAULISTA DE BAIXO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEPUI13
PEPUI15;Claro;PE;PAULISTA;RUA DA BABILÔNIA, 105 VILA TORRES GALVÃO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI15
PEPUI20;Claro;PE;PAULISTA;AVENIDA PRESIDENTE GETÚLIO VARGAS, 521 PARATIBE;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEPUI20
PEPUII1;Claro;PE;PAULISTA;ROD PE 15, S/N CENTRO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEPUII1
PEQPA01;Claro;PE;QUIPAPÁ;ALTO DO CRUZEIRO, S/N CRUZEIRO;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PEQPA01
PEQUI01;Claro;PE;QUIXABA;R PROJETADA, S/N CENTRO;;0.0;;202210;202210PEQUI01
PERBE01;Claro;PE;RIBEIRÃO;RUA ESTER ALVES BORGES, S/N NOVO PE. CICERO;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PERBE01
PERCE06;Claro;PE;RECIFE;RUA JOAQUIM FELIPE, 200 BOA VISTA;;0.0;INDETERMINADO;202210;202210PERCE06
PERCE08;Claro;PE;RECIFE;RUA JOÃO LIRA, 143 SANTO AMARO;;0.0;INDETERMINADO;202210;202210PERCE08
PERCE09;Claro;PE;RECIFE;RUA MARIA CAROLINA, 475 BOA VIAGEM;;0.0;INDETERMINADO;202210;202210PERCE09
PERCE12;Claro;PE;RECIFE;RUA SENADOR FÁBIO DE BARROS, 250 ILHA DO RETIRO;;0.0;INDETERMINADO;202210;202210PERCE12
PERCEX2;Claro;PE;RECIFE;AVENIDA MARECHAL MASCARENHAS DE MORAIS, 4270 IMBIRIBEIRA;;0.0;INDETERMINADO;202210;202210PERCEX2
PERFM01;Claro;PE;RECIFE;RUA JOAQUIM FELIPE, 168 BOA VISTA;;0.0;INDETERMINADO;202210;202210PERFM01
PERHM01;Claro;PE;RIACHO DAS ALMAS;RUA CORONEL JOAQUIM BEZERRA, S/N CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PERHM01
PERIFR1;Claro;PE;RIO FORMOSO;RUA PROJETADA TRÊS, S/N ALTO FORMOSO;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PERIFR1
PESCB01;Claro;PE;SANTA CRUZ DA BAIXA VERDE;R SEBASTIAO JOSE DA SILVA , S/N CENTRO;;0.0;;202210;202210PESCB01
PESDB01;Claro;PE;SÃO JOSÉ DO BELMONTE;AVENIDA PRIMO LOPES, 97 CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PESDB01
PESDB02;Claro;PE;SÃO JOSÉ DO BELMONTE;LOTEAMENTO AREIA BRANCA I, S/N CACIMBA NOVA;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PESDB02
PESDB10;Claro;PE;SÃO JOSÉ DO BELMONTE;SÍTIO SERROTINHO, S/N DISTRITO DO CARMO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PESDB10
PESDB90;Claro;PE;SÃO JOSÉ DO BELMONTE;SÍTIO BOA ESPERANÇA, S/N ZONA RURAL;Luciano Silva;32006146.0;CLARO;202210;202210PESDB90
PESDI01;Claro;PE;SÃO BENEDITO DO SUL;AVENIDA ALCIDES CORDEIRO CAMPOS, 146 CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PESDI01
PESDM01;Claro;PE;SÃO LOURENÇO DA MATA;RUA JOÃO SEVERIANO, 42 CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PESDM01
PESDM02;Claro;PE;SÃO LOURENÇO DA MATA;AVENIDA CLODOALDO GOMES DE ARAÚJO, 46 PENEDO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PESDM02
PESDM05;Claro;PE;SÃO LOURENÇO DA MATA;ALAMEDA DAS ORQUIDEAS, S/N TIUMA;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PESDM05
PESEC01;Claro;PE;SÃO JOSÉ DA COROA GRANDE;RUA ANTÔNIO WALDEMAR ACIOLI BELO, S/N CENTRO;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PESEC01
PESGH01;Claro;PE;SALGADINHO;RUA EMÍLIA MARCHESI, S/N CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PESGH01
PESGI01;Claro;PE;SALGUEIRO;FAZENDA VENEZA, S/N ZONA RURAL;Luciano Silva;32006146.0;CLARO;202210;202210PESGI01
PESGI02;Claro;PE;SALGUEIRO;RUA PROF MANOEL LEITE, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PESGI02
PESGI03;Claro;PE;SALGUEIRO;RUA PROJETADA 03, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PESGI03
PESGI12;Claro;PE;SALGUEIRO;TRAVESSA MANOEL LEONIDAS, S/N NOSSA SENHORA APARECIDA;;0.0;INDETERMINADO;202210;202210PESGI12
PESHD01;Claro;PE;SERRA TALHADA;RUA CLÁUDIO MARQUES NOGUEIRA, S/N VARZEA;Luciano Silva;32006146.0;CLARO;202210;202210PESHD01
PESHD02;Claro;PE;SERRA TALHADA;RUA JOÃO NUNES DE SOUZA, S/N NOSSA SENHORA DA PENHA;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PESHD02
PESHM01;Claro;PE;SIRINHAÉM;RUA PROJETADA, S/N BARRA DO SIRINHAÉM;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PESHM01
PESHM03;Claro;PE;IPOJUCA;RUA DO SOL, S/N CAMELA;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PESHM03
PESHM04;Claro;PE;SIRINHAÉM;RODOVIA PE 60, S/N ZONA RURAL;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PESHM04
PESHMR1;Claro;PE;SIRINHAÉM;ENGENHO ÁGUA FRIA, S/N CENTRO;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PESHMR1
PESIB01;Claro;PE;SANTA MARIA DA BOA VISTA;RUA CARDEAL ARCOVERDE, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PESIB01
PESIB02;Claro;PE;SANTA MARIA DA BOA VISTA;MORRO SERROTE DA PINTADA, S/N ZONA RURAL;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PESIB02
PESIT01;Claro;PE;SÃO CAITANO;RUA CAETANO PONTES, S/N CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PESIT01
PESIT02;Claro;PE;SÃO CAITANO;RUA IPOJUCA, 09 CENTRO;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PESIT02
PESJG01;Claro;PE;SÃO JOSÉ DO EGITO;RODOVIA PE 320, S/N SÃO JOÃO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PESJG01
PESNF02;Claro;PE;SANTA FILOMENA;R GERMINO PEREIRA DA CRUZ, S/N CENTRO;;0.0;;202210;202210PESNF02
PESNH01;Claro;PE;SANHARÓ;RUA DOMINGOS ZUZA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESNH01
PESNH02;Claro;PE;SANHARÓ;AVENIDA DOS DEZOITO DE COPACABANA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESNH02
PESOJ02;Claro;PE;SÃO JOÃO;RUA JÚLIO MIGUEL DA SILVA, 31 CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PESOJ02
PESQM01;Claro;PE;SÃO JOAQUIM DO MONTE;ESTRADA DA RONCADINA, S/N SITIO MONTE;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PESQM01
PESTA01;Claro;PE;SANTA TEREZINHA;TRAVESSA JOSÉ LEITE, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PESTA01
PESTN01;Claro;PE;SERTÂNIA;AVENIDA PRESIDENTE VARGAS, 3 CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESTN01
PESTN02;Claro;PE;SERTÂNIA;LOTEAMENTO JARDIM COCANE, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESTN02
PESTN03;Claro;PE;SERTÂNIA;RUA LUIZ CAJUEIRO DE ALBUQUERQUE, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESTN03
PESTNR1;Claro;PE;SERTÂNIA;RODOVIA PE280, S/N ZONA RURAL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESTNR1
PESTNR2;Claro;PE;SERTÂNIA;RODOVIA BR 110, S/N POVOADO CRUZEIRO DO NORTE;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESTNR2
PESUN01;Claro;PE;SÃO BENTO DO UNA;LOTEAMENTO MARIA ALOÍSIA CORDEIRO, S/N CRUZEIRO DO NORTE;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESUN01
PESUN02;Claro;PE;SÃO BENTO DO UNA;RUA PROJETADA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PESUN02
PESUU01;Claro;PE;SURUBIM;RUA MÁRIO ESTANISLAU, S/N CENTRO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESUU01
PESUU02;Claro;PE;SURUBIM;RUA VILA PILÕES, 175 BELA VISTA;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESUU02
PESUU03;Claro;PE;SURUBIM;RUA MARIA DO CARMO LEAL, S/N CENTRO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESUU03
PESUU04;Claro;PE;SURUBIM;RUA SEBASTIÃO MARCOLINO DA SILVA, S/N CENTRO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESUU04
PESVF01;Claro;PE;SÃO VICENTE FERRER;LOTEAMENTO EDSON REGIS, S/N ZONA RURAL;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PESVF01
PESZC01;Claro;PE;SANTA CRUZ DO CAPIBARIBE;SÍTIO GAVIÃO, S/N ZONA RURAL;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC01
PESZC02;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA ANTONIO PEREIRA DE ABREU, S/N BAIRRO NOVO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC02
PESZC03;Claro;PE;SANTA CRUZ DO CAPIBARIBE;FAZENDA LAGOA DOS PATOS, S/N LAGOA DOS PATOS;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC03
PESZC04;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA DAVID MONTENEGRO, 251 CENTRO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC04
PESZC05;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA ANALICIO ANTONIO DE MOURA, S/N BELA VISTA;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC05
PESZC06;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA PROJETADA 02, S/N LOTEAMENTO PEDRA BRANCA;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC06
PESZC08;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA DIÁCONO EZEQUIAS BELO DE SOUZA, S/N BELA VISTA;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC08
PESZC10;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA INÁCIO CLEMENTINO DE ASSIS, S/N MALAQUIAS CARDOSO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC10
PESZC11;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA HELENA DOS ANJOS BEZERRA DA SILVA, S/N LOTEAMENTO SANTA TEREZA II;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC11
PESZC12;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RUA TEREZA DE VASCONCELOS JORDÃO, S/N LOTEAMENTO MANOEL MONTEIRO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC12
PESZC13;Claro;PE;SANTA CRUZ DO CAPIBARIBE;RODOVIA PE160, S/N CURRAL PICADO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PESZC13
PETAC01;Claro;PE;TACAIMBÓ;RUA JOSÉ RODRIGUES DE PAULA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PETAC01
PETAM01;Claro;PE;TAMANDARÉ;RUA DO CRUZEIRO, S/N ZONA RURAL;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PETAM01
PETAM03;Claro;PE;TAMANDARÉ;RUA DOS CARNEIROS, S/N LOTEAMENTO LUZIANA;Jadielson Santos Silva;92042404.0;COMPARTILHADO;202210;202210PETAM03
PETAM04;Claro;PE;TAMANDARÉ;AV BEIRA MAR, S/N PRAIA DOS CARNEIROS;Jadielson Santos Silva;92042404.0;COMPARTILHADO;202210;202210PETAM04
PETBR01;Claro;PE;TABIRA;RUA GENÉSIA MARCENA VERAS, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PETBR01
PETDD01;Claro;PE;TRINDADE;RUA ALVARO CAMPOS, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PETDD01
PETEV01;Claro;PE;TERRA NOVA;RUA PRESIDENTE LAFAETTE DE ANDRADE, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PETEV01
PETEZ01;Claro;PE;TEREZINHA;LOCALIDADE MARCO DA PEDRA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PETEZ01
PETHM01;Claro;PE;TRACUNHAÉM;GRANJA SANTA MÔNICA, S/N ZONA RURAL;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PETHM01
PETIU01;Claro;PE;TIMBAÚBA;RUA PROJETADA, S/N PLANALTO DO MORRO DA INDEPENDÊNCIA;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PETIU01
PETIU02;Claro;PE;TIMBAÚBA;RUA DO CRUZEIRO, 48 CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PETIU02
PETIU03;Claro;PE;TIMBAÚBA;LOTEAMENTO ARARUNA, S/N CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PETIU03
PETIU04;Claro;PE;TIMBAÚBA;RUA VEREADOR LUIZ LUCENA, S/N JARDIM GUARANI;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PETIU04
PETIU05;Claro;PE;FERREIROS;RUA PROJETADA, 35 LOTEAMENTO SAPUCAIA;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PETIU05
PETNF01;Claro;PE;TRIUNFO;MORRO DO CRUZEIRO, S/N ZONA RURAL;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PETNF01
PETQN01;Claro;PE;TAQUARITINGA DO NORTE;PROPRIEDADE CAFUNDÓ, S/N ZONA RURAL;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PETQN01
PETQN02;Claro;PE;TAQUARITINGA DO NORTE;RUA PADRE BERENGUER, 122 CENTRO;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PETQN02
PETTA01;Claro;PE;TORITAMA;FAZENDA ONCINHA E ARROZ, S/N ZONA RURAL;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PETTA01
PETTA02;Claro;PE;TORITAMA;RUA PEDRO FERREIRA, 75 CENTRO;Antonio Batista da Silva Filho;92041106.0;COMPARTILHADO;202210;202210PETTA02
PETTA03;Claro;PE;CARUARU;SÍTIO LIRA, S/N ZONA RURAL;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PETTA03
PETTU01;Claro;PE;TACARATU;RUA PEDRO TOSCANO, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PETTU01
PEVCI01;Claro;PE;VICÊNCIA;ENGENHO BELA VISTA, S/N ZONA RURAL;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEVCI01
PEVCI02;Claro;PE;VICÊNCIA;RODOVIA PE 074, S/N CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEVCI02
PEVSA01;Claro;PE;VITÓRIA DE SANTO ANTÃO;LOTEAMENTO REAL VITÓRIA , S/N NOSSA SENHORA DO AMPARO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEVSA01
PEVSA03;Claro;PE;VITÓRIA DE SANTO ANTÃO;RUA UM, S/N BELA VISTA;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEVSA03
PEVSA04;Claro;PE;VITÓRIA DE SANTO ANTÃO;RUA PROJETADA PRINCIPAL, 10 CONCEIÇÃO;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEVSA04
PEVSA06;Claro;PE;VITÓRIA DE SANTO ANTÃO;RUA HENRIQUE HOLANDA, S/N CENTRO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEVSA06
PEVSA07;Claro;PE;VITÓRIA DE SANTO ANTÃO;RUA PRESIDENTE GETÚLIO VARGAS, 65 LIDIA QUEIROZ;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEVSA07
PEVSA08;Claro;PE;VITÓRIA DE SANTO ANTÃO;RUA PROFESSOR BANDEIRA, 125 SÃO VICENTE DE PAULO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEVSA08
PEVSA09;Claro;PE;MORENO;RODOVIA BR 232, S/N BONANÇA;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEVSA09
PEVSAR1;Claro;PE;VITÓRIA DE SANTO ANTÃO;RODOVIA LUIZ GONZAGA, S/N REDENÇÃO;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEVSAR1
PEVUS01;Claro;PE;VENTUROSA;RUA TENENTE WASTINGNEY WANDENKOLK WANDERLEY, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEVUS01
PEVUS02;Claro;PE;VENTUROSA;AVENIDA VEREADOR MOACIR TEODORO SIMÃO, S/N RIO DOS BOIS;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEVUS02
PEVUS04;Claro;PE;VENTUROSA;SÍTIO BOA SORTE, S/N ZONA RURAL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEVUS04
PEWHTRX;Claro;PE;JABOATÃO DOS GUARARAPES;RUA ANA BARRETO, 732 JARDIM JORDÃO;;0.0;INDETERMINADO;202210;202210PEWHTRX
PEXEX01;Claro;PE;XEXÉU;RUA ALAÍDE GONÇALVES, S/N ALTO BOA VISTA;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEXEX01
PEXEX02;Claro;PE;XEXÉU;RUA PROJETADA, S/N CANAÃ;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEXEX02
PIABA02;Claro;PI;ÁGUA BRANCA;RUA ADALBERTO SANTANA, S/N CENTRO;José Carlos Silva Sousa;92049189.0;CLARO;202210;202210PIABA02
PIACH01;Claro;PI;ACAUÃ;RUA PROJETADA, S/N CENTRO;Ivonei Moura Andrade;93269842.0;CLARO;202210;202210PIACH01
PIAHA90;Claro;PI;AMARANTE;RODOVIA BR 343, S/N ZONA RURAL;José Carlos Silva Sousa;92049189.0;CLARO;202210;202210PIAHA90
